genes	cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
rpl8	3	8.25499797598109e-14	-0.306940316629945	1	1	1.95759022002416e-09
cmpk	3	8.38917508752546e-14	-0.971519462713173	0.191	0.362	1.98940898025579e-09
commd3	3	8.45948503479061e-14	-1.58952216545477	0.055	0.175	2.00608228115025e-09
taf11	3	8.48848727329853e-14	-1.23632563927983	0.123	0.273	2.01295987199001e-09
hnrnpr	3	9.45457324336204e-14	-1.05109463370577	0.259	0.431	2.24205749893087e-09
tmx1	3	9.56851214144421e-14	-1.64794994297809	0.059	0.18	2.26907696922208e-09
txndc15	3	1.02387225554766e-13	-1.12696112782241	0.124	0.277	2.42801066680573e-09
srsf4	3	1.02931914091869e-13	-0.777346915024183	0.326	0.507	2.44092741077459e-09
si:ch211-89o9.6	3	1.06178442237434e-13	-1.98418587454933	0.023	0.118	2.5179155792185e-09
psmd13	3	1.06947305656347e-13	-0.875605061395412	0.323	0.501	2.53614840633462e-09
pfdn6	3	1.09438543303433e-13	-0.873556371114834	0.266	0.437	2.59522561589761e-09
emc9	3	1.09847115853535e-13	-1.31476965648956	0.103	0.246	2.60491450535073e-09
mindy1	3	1.11790920434411e-13	-2.03880788658241	0.071	0.197	2.65100988718163e-09
thoc1	3	1.12493207531357e-13	-1.23632563927983	0.116	0.264	2.66766392339861e-09
loxl2a	3	1.15108591670045e-13	2.73984066390937	0.177	0.052	2.72968514286345e-09
gpn2	3	1.16146241662301e-13	-1.4619995176097	0.083	0.216	2.75429197477982e-09
ncbp2	3	1.17017926488252e-13	-0.937391663070393	0.222	0.396	2.77496310874242e-09
eif4e2rs1	3	1.173355851037e-13	-1.16367663960011	0.126	0.28	2.78249606514913e-09
her12	3	1.18094097669508e-13	-1.76229256930189	0.052	0.17	2.80048343213471e-09
zcchc17	3	1.20890306876892e-13	-1.50480213018188	0.07	0.197	2.8667927372786e-09
polr2c	3	1.29664155160245e-13	-1.20490947552516	0.149	0.305	3.07485577547006e-09
mrpl40	3	1.47698573724536e-13	-1.26679581871989	0.099	0.24	3.50252397730366e-09
h2afy2	3	1.48826884018454e-13	-0.606504179201027	0.51	0.684	3.52928072761362e-09
caprin1a	3	1.57451458155627e-13	-1.13757972919582	0.16	0.318	3.73380387870255e-09
ppt1	3	1.67019248284546e-13	-0.887068801801063	0.313	0.485	3.96069445381973e-09
zcrb1	3	1.68820437555657e-13	-1.86737220956658	0.054	0.17	4.00340785619485e-09
yeats4	3	1.6935288156716e-13	-1.08432254583478	0.177	0.339	4.01603423348364e-09
ptrhd1	3	1.78257286267365e-13	-1.77571582944526	0.052	0.167	4.22719328654429e-09
ilf2	3	1.90983245055882e-13	-0.797239843333617	0.502	0.639	4.52897667325518e-09
commd9	3	2.01509887965365e-13	-1.5056819564271	0.065	0.189	4.77860548321068e-09
tssc4	3	2.05356655517918e-13	-1.54917995903789	0.087	0.219	4.86982772895191e-09
eif2s1a	3	2.10453358180303e-13	-1.1332156516803	0.177	0.337	4.99069093588771e-09
mex3b	3	2.11855701366628e-13	-0.796745955738198	0.273	0.455	5.02394610220821e-09
atf4a	3	2.14990802598119e-13	0.447043732865946	0.906	0.811	5.0982918928118e-09
rps12	3	2.21209192926951e-13	-0.356186640385221	1	1	5.24575480106971e-09
pycr1b	3	2.31508771520643e-13	-1.79509861602013	0.075	0.2	5.48999900784053e-09
eef1da	3	2.32098028496261e-13	0.590551524660398	0.863	0.797	5.50397264776033e-09
eif3ja	3	2.3291404741872e-13	-0.824389676180945	0.331	0.51	5.52332372048752e-09
zgc:123105	3	2.38688402557041e-13	-1.23514744808255	0.152	0.304	5.66025677823766e-09
cnbpb	3	2.4131829432502e-13	-0.543087296024674	0.859	0.9	5.72262203162353e-09
ppp3r1b	3	2.41968241238044e-13	-0.833939380664886	0.288	0.464	5.73803487271898e-09
smim7	3	2.53934897529203e-13	-1.23042503784015	0.11	0.253	6.02181216000752e-09
rad21a	3	2.67121529945665e-13	-0.62223010006677	0.599	0.763	6.33451996113149e-09
rpl23	3	2.9395291264009e-13	-0.305351376656499	0.999	1	6.97079937034709e-09
jpt1b	3	3.04573008888906e-13	-0.558454792636045	0.759	0.857	7.22264433279151e-09
tcea1	3	3.06344320163416e-13	-0.888502526494026	0.256	0.432	7.26464920835524e-09
nat9	3	3.06520552705092e-13	-1.32185908127588	0.103	0.243	7.26882838684855e-09
ube2g2	3	3.08732497461976e-13	-1.08958165226864	0.139	0.293	7.32128244481331e-09
elof1	3	3.134768125857e-13	-0.863276550205852	0.217	0.39	7.43378913365728e-09
rps27a	3	3.14471952300244e-13	-0.259103834885075	1	1	7.45738787684798e-09
leo1	3	3.204726078739e-13	-1.24654470320343	0.147	0.297	7.59968742312167e-09
selenok	3	3.23446881191393e-13	-0.849256294463225	0.262	0.437	7.6702193405727e-09
rpl13a	3	3.24956505362854e-13	-0.301947207459389	1	1	7.70601856817472e-09
slc38a4	3	3.55468800426431e-13	1.34657958359721	0.32	0.165	8.42958713331239e-09
zgc:86811	3	3.56237423578412e-13	-1.46961270171958	0.084	0.215	8.44781426273845e-09
cpsf6	3	3.6249689607505e-13	-0.788164941720027	0.363	0.541	8.59625139352373e-09
ubr7	3	3.6928839307528e-13	-1.20481783802134	0.119	0.266	8.75730495338718e-09
naa20	3	3.6935016782371e-13	-0.862397394151291	0.22	0.394	8.75876987977146e-09
rap2c	3	3.70700887774134e-13	-0.843678419942113	0.257	0.437	8.7908008526758e-09
abcf1	3	3.83521745602325e-13	-0.870372815116301	0.462	0.609	9.09483467521352e-09
si:dkey-42i9.6	3	3.87989460801492e-13	-0.976264685519226	0.257	0.429	9.20078207344659e-09
blcap	3	3.98796689893874e-13	-0.624936153456237	0.471	0.636	9.45706470414332e-09
mtpn	3	4.20753583114983e-13	-0.872419912213007	0.28	0.455	9.9777504699887e-09
hspa8	3	4.25952452137204e-13	0.255307049796405	1	1	1.01010364499817e-08
dynll1	3	4.28816019322642e-13	-0.594574286180438	0.846	0.903	1.01689430822171e-08
gabarapb	3	4.29749825783224e-13	-0.478509102207972	0.801	0.908	1.01910873686234e-08
hars	3	4.35984401890622e-13	-1.04561830867184	0.257	0.418	1.03389341064342e-08
pet100	3	4.38316411130448e-13	-1.61800454161225	0.098	0.231	1.03942353735474e-08
plpp5	3	4.38744150090706e-13	-1.36527604190484	0.108	0.246	1.0404378775251e-08
cops7a	3	4.45650931963367e-13	-0.962352557991663	0.179	0.34	1.05681662005793e-08
rbbp4	3	5.13736644346315e-13	-0.928495454061157	0.233	0.404	1.21827507840285e-08
znf576.2	3	5.31999680392109e-13	-1.09410356662737	0.188	0.347	1.26158404208185e-08
hnrnpl2	3	5.38928195582036e-13	-0.716830402090594	0.385	0.574	1.27801432300324e-08
psmd4a	3	5.49971851968816e-13	-0.965799268316556	0.165	0.323	1.30420324975885e-08
psma2	3	5.64181431033471e-13	-0.647852971373892	0.473	0.633	1.33789984555277e-08
ppiab	3	5.7279448436981e-13	-0.361254877260266	0.993	0.998	1.35832484023457e-08
si:ch211-206k20.5	3	6.13326493346764e-13	-1.63136377171619	0.049	0.161	1.45444244632252e-08
commd5	3	6.29604733830359e-13	-1.82806667263205	0.032	0.13	1.49304466580531e-08
ube2d3	3	6.36187804501788e-13	-1.10851400955154	0.161	0.316	1.50865575959554e-08
rpl21	3	6.53358960442362e-13	-0.281290046259303	1	1	1.54937543879302e-08
smdt1b	3	6.58034757391235e-13	-0.868968578766149	0.243	0.417	1.56046362367758e-08
si:ch73-238c9.1	3	6.85407344895125e-13	-1.01489150096825	0.134	0.286	1.6253749776843e-08
pfdn2	3	6.8923912982721e-13	-1.20941824767074	0.165	0.315	1.63446167247225e-08
tma7	3	6.96324714200318e-13	-0.453073025569644	0.76	0.86	1.65126442725463e-08
cbx1b	3	7.11241075310234e-13	-1.1109062023554	0.166	0.321	1.68663708599069e-08
slc38a2	3	7.16093508668494e-13	0.78672705154021	0.628	0.483	1.69814414645647e-08
zgc:136864	3	7.17487246345647e-13	-1.33044995404795	0.069	0.192	1.70144925598407e-08
psmd3	3	7.2614436140813e-13	-0.670660220657668	0.441	0.606	1.72197873864324e-08
snrpf	3	7.26326304301684e-13	-0.495130422109693	0.637	0.779	1.72241019802101e-08
prr18	3	7.31017951964119e-13	-1.62811652408206	0.067	0.186	1.73353597128771e-08
pcbp2	3	7.56178737667061e-13	-0.561469222800975	0.618	0.76	1.79320225850367e-08
rhoaa	3	7.57279087964292e-13	-0.490657248882127	0.695	0.816	1.79581162919852e-08
rnf185	3	7.86524194062121e-13	-1.21013611529897	0.194	0.355	1.86516347379891e-08
psat1	3	8.45260958850269e-13	-1.35111593908427	0.17	0.32	2.00445183781753e-08
cdkn2aipnl	3	8.57555716214332e-13	-1.04737970103653	0.237	0.391	2.03360762543067e-08
si:ch211-127m7.2	3	9.29071612883421e-13	-2.55302870990721	0.017	0.1	2.20320042279174e-08
tmem147	3	9.36255694978012e-13	-0.951376314799232	0.233	0.396	2.22023675507086e-08
brdt	3	9.51133820882817e-13	0.835636652021156	0.573	0.41	2.25551874284151e-08
rpl10	3	9.82044182881003e-13	-0.296948939761134	1	1	2.32881957528401e-08
znf622	3	9.99382270308523e-13	-1.3120714247331	0.092	0.226	2.36993511580963e-08
ptp4a2a	3	1.02268275496479e-12	-0.917758512810357	0.189	0.348	2.42518988512351e-08
mrps7	3	1.02514197700858e-12	-1.21451611531042	0.123	0.267	2.43102168427815e-08
jkamp	3	1.04763643747787e-12	-1.94091842064516	0.041	0.145	2.48436504783501e-08
inip	3	1.0662523926633e-12	-1.08699668013311	0.137	0.283	2.52851092396174e-08
fhit	3	1.08655179885467e-12	-1.57054161057036	0.056	0.17	2.57664893580397e-08
cops5	3	1.09204968776491e-12	-1.34308029579064	0.107	0.242	2.58968662956571e-08
hsbp1a	3	1.09352884342331e-12	-0.937930283588461	0.228	0.393	2.59319429929404e-08
cfdp1	3	1.13580157240577e-12	-1.55338105941217	0.082	0.207	2.69343984880304e-08
znf395b	3	1.17327241257987e-12	-1.39524876678165	0.146	0.289	2.78229819919191e-08
tob1b	3	1.2161574694781e-12	0.673001887610835	0.835	0.714	2.88399582312036e-08
pagr1	3	1.21926265051738e-12	-1.28706821374615	0.099	0.234	2.89135944943692e-08
psmc4	3	1.23821479433048e-12	-0.648721025327223	0.48	0.626	2.93630256327529e-08
vdac3	3	1.24096221979905e-12	-0.391155582800758	0.836	0.901	2.94281780803146e-08
atp5f1e	3	1.32198897962157e-12	-0.408815993668404	0.892	0.949	3.1349646662746e-08
ap3m2	3	1.37937338856138e-12	-1.47640186738221	0.079	0.203	3.27104605363446e-08
nudc	3	1.44898217956011e-12	-0.776388571374391	0.333	0.507	3.43611634060885e-08
pdk2b	3	1.51457486144119e-12	1.1777722995354	0.38	0.226	3.59166282642164e-08
anapc13	3	1.52462292512227e-12	-1.37318293903648	0.088	0.216	3.61549080463494e-08
puraa	3	1.55823112640819e-12	-1.47627643200059	0.091	0.221	3.69518929316438e-08
rbm22	3	1.60301136124143e-12	-1.01710049702207	0.181	0.337	3.80138114204792e-08
tm9sf2	3	1.68694972598827e-12	-1.16324188774377	0.165	0.312	4.00043258020859e-08
hm13	3	1.71428313261277e-12	-1.26102607990816	0.152	0.297	4.06525102067792e-08
rab5if	3	1.74734694161926e-12	-0.729315246855621	0.352	0.525	4.14365853735592e-08
krt5	3	1.76136043208024e-12	-1.58730774438933	0.068	0.189	4.17689012863509e-08
snrpg	3	1.83494253156363e-12	-0.618715290957448	0.536	0.69	4.35138271934999e-08
ap1s2	3	1.87255730891049e-12	-0.934403236195519	0.242	0.402	4.44058240235033e-08
dnaja2l	3	1.8783974520787e-12	-0.720712559359891	0.292	0.469	4.45443171785942e-08
ola1	3	1.92894106922582e-12	-0.550598547028567	0.695	0.79	4.57429085156211e-08
ilf3a	3	1.95688119413999e-12	-1.09810257798165	0.138	0.285	4.64054806378356e-08
katnal1	3	2.02542423147454e-12	-1.99445421000316	0.042	0.145	4.80309102251871e-08
cars	3	2.03560738991827e-12	-1.42111418402839	0.101	0.232	4.82723936445217e-08
gdi1	3	2.09967080576049e-12	-0.85186026588075	0.181	0.345	4.97915934878043e-08
mcrip1	3	2.13069734525468e-12	-1.07209296369876	0.154	0.304	5.05273568453695e-08
cul1a	3	2.20296800151573e-12	-1.07556022757007	0.149	0.297	5.2241183187944e-08
si:dkey-177p2.6	3	2.27460321052016e-12	0.679013234239957	0.724	0.585	5.3939940534275e-08
cst14a.2	3	2.28630303894803e-12	-0.685215957393384	0.406	0.572	5.42173902656135e-08
tuba1c	3	2.37093162449858e-12	-1.07998276349445	0.338	0.501	5.62242725433593e-08
polr2eb	3	2.40190406466605e-12	-0.756303616550396	0.269	0.445	5.69587529894907e-08
atp6v1e1b	3	2.456648129182e-12	-0.503964206510352	0.274	0.464	5.8256953735422e-08
gskip	3	2.64175034949179e-12	-0.993771923378532	0.158	0.31	6.26464677878484e-08
sec22ba	3	2.67044402810704e-12	-1.62285896201526	0.046	0.151	6.33269096825303e-08
tomm5	3	2.71827992256493e-12	-0.560799793980028	0.475	0.644	6.44612900837048e-08
rhoac	3	2.75259593469362e-12	-0.518098073706429	0.598	0.733	6.52750599953246e-08
akap8l	3	2.76657479998039e-12	-0.865432285454278	0.34	0.502	6.5606554806735e-08
ppid	3	2.76810539560318e-12	-0.962009083704659	0.25	0.405	6.56428513513337e-08
fundc2	3	2.79459197168834e-12	-1.25357577542295	0.124	0.262	6.62709540166174e-08
med10	3	2.85530251007526e-12	-0.946481422328547	0.232	0.391	6.77106437239248e-08
znhit1	3	3.00188400683472e-12	-1.43566536979624	0.073	0.194	7.11866773380786e-08
anapc16	3	3.03536271329326e-12	-0.627055072522841	0.351	0.539	7.19805913830363e-08
zgc:114119	3	3.2089461193998e-12	-1.30667413059337	0.082	0.207	7.60969482754468e-08
jund	3	3.27979340827484e-12	0.641418610669168	0.855	0.715	7.77770208838295e-08
zgc:56095	3	3.28468356025222e-12	-0.98562784872324	0.147	0.296	7.78929859478211e-08
nup62l	3	3.33808635016579e-12	-1.26770965591608	0.109	0.243	7.91593797078316e-08
dpm1	3	3.37160755597976e-12	-1.17613718232164	0.155	0.299	7.9954301582504e-08
atg3	3	3.58083606134177e-12	-1.3262485265484	0.053	0.164	8.49159463586588e-08
rps19	3	3.6347079758967e-12	-0.289058655723788	1	1	8.61934649404143e-08
lman2	3	3.73975376152936e-12	-1.02375227897383	0.166	0.316	8.86845207009071e-08
atp5meb	3	3.74444824013776e-12	-0.38614587920226	0.799	0.901	8.87958455666268e-08
polr3k	3	3.76511629993667e-12	-1.66075418907158	0.053	0.161	8.92859679366983e-08
si:ch211-114n24.6	3	3.78610836692514e-12	-2.32587722425813	0.022	0.107	8.97837738132628e-08
txnl4a	3	3.80092225136038e-12	-0.940644447856073	0.181	0.339	9.01350702687601e-08
vmp1	3	3.8169967821109e-12	-1.53254395744603	0.106	0.238	9.05162616909778e-08
ccdc47	3	3.83497665405521e-12	-0.842719520532501	0.191	0.35	9.09426363742653e-08
ywhah	3	3.84987208174191e-12	-0.651699587963395	0.413	0.582	9.12958665464276e-08
sh3bgrl3	3	3.85167065203092e-12	-0.885662973971488	0.219	0.383	9.13385178422613e-08
snrpc	3	3.88113273188408e-12	-0.746400262620699	0.269	0.444	9.20371816038991e-08
ctbp1	3	4.35303455126109e-12	-0.829241505792161	0.274	0.439	1.03227861348605e-07
polb	3	4.39353185111655e-12	-0.938488352625969	0.176	0.329	1.04188214317378e-07
sox4a.1	3	4.69587179755786e-12	-0.961609385513005	0.612	0.703	1.11357903807287e-07
chmp3	3	4.82007567898744e-12	-1.63953770316189	0.06	0.17	1.14303274651508e-07
myg1	3	5.02383694396241e-12	-0.788258212617636	0.243	0.412	1.19135269289125e-07
CR381647.1	3	5.10770547052242e-12	-2.71983933125275	0.03	0.119	1.21124127527969e-07
tnrc18	3	5.14841085183951e-12	0.966052758945998	0.34	0.181	1.22089414940522e-07
rap1aa	3	5.35155016736480e-12	-0.869735526987136	0.23	0.391	1.26906660668889e-07
mrps33	3	5.40311713874515e-12	-1.05714456205286	0.146	0.291	1.28129519828203e-07
krt91	3	5.46713872009172e-12	-0.279120364849415	0.118	0.261	1.29647727608255e-07
rbx1	3	5.48068779878575e-12	-0.465455076245919	0.732	0.838	1.29969030460405e-07
emc2	3	5.64522027180493e-12	-0.739325074090143	0.302	0.472	1.33870753525582e-07
grcc10	3	6.2887268456896e-12	-0.852941341271081	0.2	0.361	1.49130868418683e-07
stx18	3	6.30119643528527e-12	-1.61716989013343	0.063	0.175	1.49426572266355e-07
taf15	3	6.32202647746912e-12	-0.631186333728965	0.375	0.553	1.49920535886703e-07
fxyd6l	3	6.59997218442636e-12	-0.918178889060482	0.29	0.45	1.56511740381487e-07
srp19	3	6.60904964824692e-12	-0.993660822917125	0.193	0.345	1.56727003358528e-07
triap1	3	6.629015005407e-12	-1.81444119871702	0.047	0.149	1.57200461838222e-07
txn2	3	6.78672186716992e-12	-0.825916376207953	0.206	0.362	1.60940322358068e-07
psmc3	3	6.84602309149741e-12	-0.89264299175195	0.194	0.348	1.6234659159177e-07
atraid	3	6.92182908488893e-12	-2.68111680691329	0.021	0.102	1.64144254919056e-07
lrrc20	3	7.01676076940628e-12	-1.73475477051536	0.059	0.167	1.663954648857e-07
yars	3	7.25964316746182e-12	-1.35515397713466	0.141	0.277	1.7215517807319e-07
cct2.1	3	7.73643902560759e-12	-0.406891934554531	0.852	0.908	1.83461915053258e-07
si:dkey-276j7.1	3	7.85450216828531e-12	-0.855481617436445	0.272	0.432	1.86261664418718e-07
eif3i	3	8.66098356509036e-12	-0.475728416858664	0.68	0.795	2.05386564262553e-07
pabpc1a	3	8.76553309454077e-12	-0.321027780895173	0.982	0.994	2.0786585180394e-07
ebag9	3	8.7801322970364e-12	-1.16252311580785	0.115	0.25	2.08212057291921e-07
ube2d2	3	8.94506739033857e-12	-0.434923280874527	0.741	0.844	2.12123328094489e-07
ruvbl1	3	9.19565896726218e-12	-1.12102685177057	0.156	0.299	2.18065856749655e-07
snrnp70	3	9.32194994689856e-12	-0.836983767368105	0.313	0.467	2.21060721040752e-07
zgc:77056	3	9.37941644422615e-12	-1.11511674437578	0.11	0.243	2.22423481558379e-07
fmr1	3	9.50080311131365e-12	-1.00012741841836	0.175	0.321	2.25302044981692e-07
glsb	3	9.81406866179199e-12	1.81049521747316	0.178	0.06	2.32730824245735e-07
rpsa	3	9.83735735973206e-12	-0.306517207752893	1	1	2.33283092428686e-07
med31	3	9.86356940779079e-12	-0.945482345218849	0.178	0.331	2.33904684936351e-07
ucp2	3	1.02479066303982e-11	0.56915939141322	0.723	0.556	2.43018857833263e-07
nucks1a	3	1.03098977960443e-11	-0.549863665155765	0.552	0.707	2.44488916335394e-07
ap3s2	3	1.0436207743094e-11	-1.08628406216807	0.169	0.312	2.4748423041973e-07
btbd10b	3	1.07389884241554e-11	-0.69991032114137	0.397	0.55	2.5466437149042e-07
txnl1	3	1.11441666662054e-11	-0.99615851621541	0.201	0.348	2.64272768322395e-07
arl14ep	3	1.12273792906655e-11	-1.01710049702207	0.142	0.285	2.66246072498841e-07
zgc:153675	3	1.19773095729785e-11	-1.43416386571529	0.155	0.293	2.84029919213612e-07
ciapin1	3	1.30413250636985e-11	-0.995241063058329	0.147	0.289	3.09261982560545e-07
cab39l	3	1.34233693826851e-11	-0.97012488064142	0.215	0.369	3.18321781540995e-07
ubl7b	3	1.41231343716624e-11	-1.08104741380192	0.15	0.293	3.34916008489603e-07
arpc5b	3	1.42582380866186e-11	-1.15523141588556	0.107	0.237	3.38119857986073e-07
kars	3	1.43762243360927e-11	-0.90425475893793	0.435	0.576	3.40917783906103e-07
atp6v0e1	3	1.44701131235788e-11	-0.36051589290997	0.937	0.97	3.43144262612547e-07
tmem107.1	3	1.46065070264614e-11	-1.24722028038313	0.083	0.203	3.46378707625505e-07
brd2a	3	1.4717650947417e-11	0.637750961958362	0.778	0.672	3.49014374567048e-07
rps24	3	1.50863000134409e-11	-0.27257122834654	1	1	3.57756518518738e-07
psmd11b	3	1.51825967609367e-11	-1.03501293606221	0.162	0.307	3.60040099588854e-07
mrpl17	3	1.52364529388317e-11	-1.09816447098841	0.131	0.267	3.61317244991455e-07
rpn1	3	1.53005026118217e-11	-0.884650200998419	0.235	0.391	3.6283611893674e-07
tmed9	3	1.53224585392748e-11	-1.01877448101289	0.206	0.351	3.63356781800364e-07
pgam5	3	1.56970932548577e-11	-1.29724865482585	0.102	0.229	3.72240869445696e-07
khsrp	3	1.59006331754296e-11	-0.797390885888065	0.295	0.459	3.77067615122137e-07
selenot1a	3	1.61764614597486e-11	-0.766594439476707	0.417	0.583	3.83608607056477e-07
mt-atp8	3	1.69051104566705e-11	-1.39971068848942	0.061	0.17	4.00887789369485e-07
calm3a	3	1.72532117318306e-11	-0.561331854344604	0.836	0.893	4.09142663008631e-07
cmss1	3	1.7618734077944e-11	-1.74461974921944	0.038	0.132	4.17810659924365e-07
atp6v1g1	3	1.78291556841291e-11	-0.505553582788689	0.454	0.622	4.22800597893437e-07
sae1	3	1.79405535003392e-11	-1.14768460683221	0.106	0.235	4.25442285707043e-07
ndufb10	3	1.80496347467232e-11	-0.456702592832189	0.495	0.672	4.28029038383795e-07
psmb4	3	1.85815188123390e-11	-0.573345488814266	0.504	0.655	4.40642137115808e-07
cnrip1a	3	1.86815526017833e-11	-1.03473039104386	0.132	0.272	4.4301433839869e-07
tmsb	3	1.90043780535425e-11	-1.26680843250216	0.231	0.37	4.50669821161706e-07
pdia3	3	1.96743438559453e-11	-0.710132641495873	0.728	0.825	4.66557390199887e-07
atp5md	3	1.98589328178288e-11	-0.444558033699041	0.65	0.784	4.70934732841993e-07
rabif	3	2.0099499704502e-11	-1.35595591992401	0.117	0.246	4.7663953599256e-07
hnrnpk	3	2.01103843564601e-11	-0.639537703161888	0.413	0.588	4.76897654629094e-07
tomm7	3	2.02182152263754e-11	-0.5006395973402	0.533	0.688	4.79454755878265e-07
fam168b	3	2.10283761070084e-11	-0.769426956828129	0.23	0.394	4.98666911001597e-07
tmbim4	3	2.20509672655024e-11	-1.08343006511292	0.147	0.288	5.22916637734123e-07
BX470259.2	3	2.21720885809893e-11	-1.14311187704239	0.111	0.242	5.2578890860958e-07
timm10	3	2.34817723672438e-11	-1.16583195354247	0.11	0.24	5.56846749916819e-07
trappc4	3	2.38236705986534e-11	-1.2000056419623	0.106	0.234	5.64954524576466e-07
copa	3	2.47316286010637e-11	-1.18307154300115	0.224	0.366	5.86485840645624e-07
fundc1	3	2.59369768430352e-11	-1.04115468667841	0.146	0.286	6.15069468855737e-07
rpe	3	2.61290239725128e-11	-1.04758877212462	0.099	0.226	6.19623674484168e-07
use1	3	2.76665045384048e-11	-1.49233277821966	0.053	0.156	6.56083488623731e-07
necap2	3	2.76815790914383e-11	-1.24098832667161	0.099	0.223	6.56440966574367e-07
sinhcafl.1	3	2.80737942997434e-11	-0.741225197534163	0.211	0.374	6.65741958024114e-07
fosl2	3	2.89690775279973e-11	0.610386620345645	0.716	0.555	6.86972704498928e-07
arl6ip1	3	2.96896965099819e-11	-0.527302552803881	0.615	0.739	7.0406146303771e-07
polr2h	3	3.03259222158419e-11	-1.29589412711882	0.104	0.229	7.19148919426476e-07
ndufa5	3	3.10272621137438e-11	-0.541257092796598	0.462	0.628	7.3578049376532e-07
zgc:110319	3	3.16968697357516e-11	-2.02683021195783	0.03	0.116	7.51659568913612e-07
gnsa	3	3.20347249746323e-11	-1.69532548134763	0.053	0.154	7.59671468048431e-07
asb8	3	3.23576084708765e-11	-1.42070310123863	0.088	0.207	7.67328327278364e-07
ENSDARG00000059529	3	3.32653480053647e-11	-2.87171114529092	0.022	0.1	7.88854462599217e-07
junbb	3	3.39221964179012e-11	-1.03083084826831	0.591	0.703	8.04430965854109e-07
dhdds	3	3.43884377335162e-11	-1.35279903673683	0.069	0.18	8.15487412412604e-07
spcs2	3	3.48480402507408e-11	-0.795152050159317	0.281	0.434	8.26386426506068e-07
rab14	3	3.57388774150341e-11	-0.632232902538654	0.338	0.514	8.47511739020118e-07
fubp1	3	3.69260009702824e-11	-0.542897127754807	0.458	0.63	8.75663187009277e-07
tomm6	3	3.86657915060143e-11	-0.633875978292149	0.344	0.512	9.16920579773624e-07
pphln1	3	3.93571778076859e-11	-1.23918296131771	0.087	0.207	9.33316114531464e-07
mob4	3	4.0048163590633e-11	-0.820259613728464	0.272	0.432	9.49702151388272e-07
ankrd13c	3	4.09542430947803e-11	-1.10641413396035	0.13	0.264	9.7118892074962e-07
tars	3	4.09763049672623e-11	-1.26542907887261	0.191	0.328	9.71712095993658e-07
nup107	3	4.42290674177213e-11	-1.46961270171958	0.084	0.199	1.04884810474384e-06
